Insegna,Tipo via,Via,Civico,Codice via,Municipio,Accesso,Isolato,Presso,Forma commercio prevalente,Forma commercio secondaria,Forma vendita,Superficie somministrazione,Bar caffè,Bar gastronomici e simili,Biliardo,Bocce,Carte,Cibi cotti preconfezionati,Discoteche,Genere merceol.autorizz.sanit.,Giochi legge 388/2000,Mensa,Pizzeria,Prodotti di gastronomia,Ristorante,Spaccio bevande analcoliche,Tavola calda,Tavola fredda,Fast food,Osteria,Self service,Trattoria,context_type,IsAnomaly
Non specificata,VIA,AGORDAT,50,2362,2,accesso interno,201,Non specificato,somministrazione,Assente,self service,119.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ALDINI ANTONIO,52,7461,8,accesso interno,96,Non specificato,somministrazione,Assente,self service,60.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ALSERIO,10,1153,9,accesso interno,255,selezione spa,somministrazione,Assente,self service,150.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,AMADEO GIAN ANTONIO,11,3228,3,accesso interno,170,Non specificato,somministrazione,Assente,self service,180.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,AMADEO GIAN ANTONIO,42,3228,3,accesso interno,0,istituto nazionale dei tum,somministrazione,Assente,self service,87.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,AMPERE ANDREA MARIA,30,2428,3,accesso interno,52,elettrocondutture,somministrazione,Assente,al banco,125.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,AMPEZZO,8,7392,8,accesso interno,0,scuola maria consolatrice,somministrazione,Assente,self service,312.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,school,False
Non specificata,VIA,ANTONINI GIACOMO,3,4250,5,accesso interno,94,mensa opera pia,somministrazione,Assente,self service,152.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ARCONATI COSTANZA,1,3211,4,accesso interno,62,mensa sandoz spa,somministrazione,Assente,self service,250.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ARMORARI,3,519,1,accesso interno,434,mensa banca d'italia,somministrazione,Assente,self service,244.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ARMORARI,4,519,1,accesso interno,435,credito commerciale,somministrazione,Assente,self service,113.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,ARNALDO DA BRESCIA,4,1151,9,accesso interno,252,telecom italia,somministrazione,Assente,self service,278.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
