Insegna,Tipo via,Via,Civico,Codice via,Municipio,Accesso,Isolato,Presso,Forma commercio prevalente,Forma commercio secondaria,Forma vendita,Superficie somministrazione,Bar caffè,Bar gastronomici e simili,Biliardo,Bocce,Carte,Cibi cotti preconfezionati,Discoteche,Genere merceol.autorizz.sanit.,Giochi legge 388/2000,Mensa,Pizzeria,Prodotti di gastronomia,Ristorante,Spaccio bevande analcoliche,Tavola calda,Tavola fredda,Fast food,Osteria,Self service,Trattoria,context_type,IsAnomaly
Non specificata,VIA,SAINT BON SIMONE,20,6670,7,accesso interno,186,centro diagnostico italian,somministrazione,Assente,self service,88.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIALE,MONZA,285,2274,2,accesso interno,0,impianto distr. carburanti,somministrazione,Assente,al banco,25.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
pasticceria bar lima,VIA,MECENATE,86,3323,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,104.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
pretty bar,VIALE,MONZA,222,2274,2,accesso interno,998,Non specificato,somministrazione,Assente,al banco,41.0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
bar buonarroti,VIA,MECENATE,86,3323,4,accesso interno,0,Non specificato,somministrazione,minuto,misto,40.0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,horeca,False
Non specificata,VIA,CADOLINI GIOVANNI,19,4098,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,9.0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
discoteca peep show,VIA,CARDUCCI GIOSUE',25,602,1,accesso esterno,282,Non specificato,somministrazione,Assente,misto,220.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
il faro,PIAZZA,VENTIQUATTRO MAGGIO,1,5200,5,accesso interno,52,Non specificato,somministrazione,Assente,al banco,16.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
dhsv scuola germanica,VIA,LEGNANO,24,7082,1,accesso interno,81,dhsv scuola germanica,somministrazione,Assente,al banco,200.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,school,False
c/o prada spa,VIA,BERGAMO,21,3189,4,accesso interno,97,prada s.p.a.,somministrazione,Assente,self service,254.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,company,False
banca nazionale del lavor,VIA,DERUTA,19,2539,3,accesso interno,53,banca nazionale del lavoro,somministrazione,Assente,self service,175.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,other,False
bar centrale frau,VIA,QUARENGHI GIACOMO,23,7478,8,accesso interno,300,Non specificato,somministrazione,Assente,misto,62.0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,horeca,False
Non specificata,CORSO,LODI,51,4068,4,accesso esterno,182,Non specificato,somministrazione,Assente,al banco,116.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,other,False
Non specificata,VIA,MASCAGNI PIETRO,8,3155,1,accesso interno,193,Non specificato,somministrazione,Assente,al banco,158.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,other,False
Non specificata,VIA,PAPA GREGORIO XIV,001,580,1,accesso interno,332,scuola,somministrazione,Assente,al banco,36.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,school,False
i.t.i. feltrinelli,PIAZZA,CARO TITO LUCREZIO,8,5208,5,accesso interno,116,i.t.i. feltrinelli,somministrazione,minuto,al banco,100.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,other,False
Non specificata,VIA,OGLIO,S.N.C.,4105,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,84.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,other,False
Non specificata,VIA,PAREA CARLO,13,3344,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
c/o istituto marelli,VIA,LIVIGNO,11,1296,9,accesso interno,66,i.p.i.a. ercole marelli,somministrazione,Assente,al banco,48.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
mensa c/o nestle italiana,VIALE,RICHARD GIULIO,5,5374,6,accesso interno,0,Non specificato,somministrazione,Assente,al banco,90.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
la rinascente,VIA,SANTA RADEGONDA,3,208,1,accesso esterno,0,Non specificato,somministrazione,Assente,al banco,109.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
la tour d orient night c.,VIA,FILZI FABIO,41,1190,2,accesso esterno,242,Non specificato,somministrazione,Assente,misto,132.0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,True,other,False
Non specificata,CORSO,DI PORTA ROMANA,63,402,1,accesso interno,115,Non specificato,somministrazione,Assente,al banco,12.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,CORSO,VERCELLI,18,6193,7,accesso interno,216,Non specificato,somministrazione,Assente,al banco,44.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,LARGO,AUGUSTO,1,315,1,accesso interno,319,Non specificato,somministrazione,Assente,al banco,13.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,LARGO,QUINTO ALPINI,12,6346,1,accesso interno,75,Non specificato,somministrazione,Assente,al banco,20.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MERCALLI GIUSEPPE,30,4011,1,accesso interno,207,casa di cura capitanio,somministrazione,Assente,self service,115.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,hospital,False
Non specificata,VIA,MONFALCONE,34,2538,3,accesso interno,40,Non specificato,somministrazione,Assente,al banco,230.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MONTE PARALBA,15,4369,4,accesso interno,83,parrocchia,somministrazione,Assente,al banco,37.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
bar c/o campo sportivo,VIA,FALCK ENRICO,28,7438,8,accesso interno,5,Non specificato,somministrazione,Assente,al banco,60.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
bar c/o istit.paolo frisi,VIA,OTRANTO,1,7473,8,accesso interno,90,i.p.s.i.a. frisi,somministrazione,Assente,al banco,73.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
bar int.centro sportivo,VIA,ORSINI FELICE,84,7476,8,accesso interno,22,Non specificato,somministrazione,Assente,al banco,70.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
bar int.circolo arci gate,VIA,DEI VALTORTA,19,2324,2,accesso interno,269,Non specificato,somministrazione,Assente,al banco,76.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
bar in tip.c,VIA,DE AMICIS EDMONDO,4,574,1,accesso esterno,220,Non specificato,somministrazione,Assente,al banco,270.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
bar int.teatro grassi,VIA,ROVELLO,2,722,1,accesso interno,377,Non specificato,somministrazione,Assente,al banco,14.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
c/0 rsa saccardo,VIA,SACCARDO PIETRO ANDREA,47,2665,3,accesso interno,117,residenze saccardo,somministrazione,Assente,al banco,132.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
casa istruzione lombarda,VIA,RIPAMONTI GIUSEPPE,85,4066,5,accesso interno,11,c.s.a. istruzione lombardi,somministrazione,Assente,self service,65.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,horeca,False
c/o fac.scienze politiche,VIA,CONSERVATORIO,7,3031,1,accesso interno,193,facoltà scienze politiche,somministrazione,Assente,al banco,119.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
c/o ist.schiaparelli-gram,LARGO,SERENI VITTORIO,1,3384,4,accesso interno,208,i.t.c. schiapparelli grams,somministrazione,Assente,al banco,44.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
int.g.finanza nucleo reg.,VIA,FILZI FABIO,42,1190,2,accesso interno,247,comando nucleo regionale,somministrazione,Assente,al banco,108.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
int.centro uffici s.siro,VIA,CALDERA,21,6302,7,accesso interno,0,Non specificato,somministrazione,minuto,al banco,151.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,company,False
int.teatro arcimboldi,VIALE,DELL' INNOVAZIONE,000,1731,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,168.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,ABRUZZI,028,2177,3,accesso esterno,106,Non specificato,somministrazione,Assente,al banco,103.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
bingo azzurro,VIA,LORENTEGGIO,208,5132,6,accesso esterno,90,Non specificato,somministrazione,Assente,al tavolo,90.0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
mensa ospedale.s.giuseppe,VIA,SAN VITTORE,12,647,1,accesso interno,284,bar ospedale s. giuseppe,somministrazione,Assente,al banco,146.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,hospital,False
bar tabacchi i ventagli,VIA,CANDIANI GIUSEPPE,152,1242,9,accesso interno,5,Non specificato,somministrazione,Assente,al banco,152.0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
bar lago verde,VIA,MACCONAGO,032,4298,5,area aperta recintata,206,Non specificato,somministrazione,Assente,al banco,36.0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,horeca,False
circolo acli,PIAZZA,MADONNA DELLA PROVVIDENZA,1,6851,7,accesso interno,23,circolo acli,somministrazione,Assente,al banco,45.0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,other,False
buffet della stazione,PIAZZALE,STAZIONE DI PORTA GENOVA,3,5120,6,accesso esterno,0,Non specificato,somministrazione,Assente,al banco,119.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,other,False
bar caffe venere club,VIA,MAGOLFA,12,5159,6,accesso interno,74,Non specificato,somministrazione,Assente,al banco,118.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,horeca,False
Non specificata,PIAZZA,BELGIOIOSO,2,232,1,accesso esterno,363,circolo artisti e patriott,somministrazione,Assente,al banco,335.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,other,False
extasia,LARGO,AUGUSTO,7,315,1,accesso esterno,266,Non specificato,somministrazione,Assente,al banco,90.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DE ANDREIS LUIGI,13,3272,4,accesso esterno,271,Non specificato,somministrazione,Assente,al banco,200.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MADRUZZO CRISTOFORO,3,6401,8,accesso interno,0,Non specificato,somministrazione,Assente,al banco,83.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,other,False
bar c/o la nuova cuccia,VIA,VARESINA,80,7290,8,accesso interno,252,Non specificato,somministrazione,Assente,self service,92.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,horeca,False
mensa int.minist.tesoro,VIA,ZURETTI GIANFRANCO,34,1216,2,accesso esterno,143,ministero del tesoro,somministrazione,Assente,misto,71.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,public_office,False
Non specificata,CORSO,DI PORTA NUOVA,21,1044,1,accesso interno,9,ospedale oftalmico,somministrazione,Assente,al banco,23.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,hospital,False
Non specificata,VIA,CIAIA IGNAZIO,012,1294,9,accesso interno,65,parrocchia s. nicola,somministrazione,Assente,al banco,280.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,VARESINA,46,7290,8,accesso interno,266,Non specificato,somministrazione,Assente,al banco,269.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
cinema teatro san carlo,VIA,MOROZZO DELLA ROCCA,12,6215,1,accesso esterno,144,Non specificato,somministrazione,Assente,al banco,54.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
circ.aziend.lavorat.scala,VIA,BERGOGNONE AMBROGIO DA FOSSANO,34,5130,6,accesso interno,31,circ.azie.lavoratori scala,somministrazione,Assente,al banco,92.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
int.liceo scien.a.eistein,VIA,EINSTEIN ALBERTO,3,4199,4,accesso interno,145,l.s. einstein,somministrazione,Assente,al banco,7.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,school,False
night club il gabbiano,VIA,VALVASSORI PERONI CARLO,41,2580,3,accesso esterno,104,Non specificato,somministrazione,Assente,misto,112.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,VALPARAISO,2,6093,6,accesso interno,0,ludoteca per bambini,somministrazione,Assente,al banco,75.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,other,False
bar int.palestra,VIA,SARPI FRA' PAOLO,8,7210,8,accesso interno,68,Non specificato,somministrazione,Assente,al banco,39.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
bar/assoc.sport.biliardo,VIA,CARDINALE MEZZOFANTI,8,3277,4,accesso interno,208,Non specificato,somministrazione,Assente,al banco,85.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
bar c/o musiclub,VIA,ABBA GIUSEPPE CESARE,7,1295,9,accesso interno,69,Non specificato,somministrazione,Assente,al banco,36.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,horeca,False
Non specificata,VIA,DE CASTILLIA GAETANO,30,1123,9,accesso esterno,294,Non specificato,somministrazione,Assente,al banco,117.0,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,MOSCA ANTONIO,67,6788,7,accesso esterno,242,circolo aics olmi,somministrazione,Assente,al banco,120.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,LARGO,BALESTRA ANTONIO,5,5464,6,accesso esterno,0,Non specificato,somministrazione,Assente,al banco,48.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,CASSINIS GIOVANNI BATTISTA,21,4309,4,accesso interno,0,centro helvetia,somministrazione,Assente,self service,173.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,DEI PANIGAROLA,14,4284,4,accesso interno,129,rsa virgilio ferrari,somministrazione,Assente,self service,294.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SAN VIGILIO,1,5424,6,accesso interno,79,cral savoia assicuraz. spa,somministrazione,Assente,self service,240.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,SPADOLINI GIOVANNI,7,4325,5,accesso interno,0,centro leoni,somministrazione,Assente,self service,173.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
Non specificata,VIA,TONALE,11,1213,2,accesso interno,242,telecom italia,somministrazione,Assente,self service,164.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
banca profilo spa,CORSO,ITALIA,49,526,1,accesso interno,48,banca profilo,somministrazione,Assente,self service,174.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
bar c/o residenza anziani,VIA,SAN LUCA,4,5193,1,accesso interno,209,residenza sanitaria per an,somministrazione,Assente,al banco,95.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,horeca,False
binda spa,VIALE,CERTOSA,2,7174,8,accesso interno,336,binda,somministrazione,Assente,self service,162.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
centro educativo/sportivo,VIA,DEI MISSAGLIA,117,5340,5,accesso interno,102,istituto don calabria,somministrazione,Assente,self service,143.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
int.boehringer ingelheir,VIA,MARELLI ERCOLE,1,4128,5,accesso interno,0,boehringer ingelheim itali,somministrazione,Assente,self service,350.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
int.l oreal italia spa.,VIA,PRIMATICCIO FRANCESCO,155,6646,6,accesso interno,35,l'oreal italia,somministrazione,Assente,al banco,155.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
i.t.s.s. p. p. pasolini,VIA,BISTOLFI LEONARDO,15,2682,3,accesso interno,144,i.t.t. pier paolo pasolini,somministrazione,Assente,self service,228.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
mensa enel real estate,VIA,BERTOLAIA GIUSEPPE,38,2408,2,accesso interno,6,enel real estate s.p.a.,somministrazione,Assente,al banco,157.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,company,False
mensa unisys spa.,VIA,CRESPI BENIGNO,57,1313,9,accesso interno,53,unisys s.p.a,somministrazione,Assente,self service,203.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
residenza arzaga,VIA,ARZAGA,1,6674,6,accesso interno,0,residenza sanitario assist,somministrazione,Assente,self service,260.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,other,False
c/o i.u.lm.,VIA,CARLO BO,1,5485,6,accesso interno,0,università iulm,somministrazione,Assente,self service,221.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,school,False
Non specificata,VIA,DURANDO GIOVANNI,38,1466,9,accesso esterno,14,mensa interaziendale,somministrazione,Assente,misto,225.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,company,False
Non specificata,VIALE,BODIO LUIGI,29,1237,9,accesso interno,0,centro direzionale bodio,somministrazione,Assente,misto,162.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,other,False
Non specificata,VIA,BOCCHETTO,6,569,1,accesso interno,433,banca unicredit group di r,somministrazione,Assente,self service,161.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,other,False
c/o i.s.u. univers.studi,VIA,VALVASSORI PERONI CARLO,21,2580,3,accesso interno,0,istituto universitario c.i,somministrazione,Assente,al banco,215.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,school,False
Non specificata,VIA,DELLA TORRE,24,2322,2,accesso interno,0,Non specificato,minuto,somministrazione,misto,93.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,other,False
bar int.circolo biliardo,VIA,CICOGNA MOZZONI CARLO,5,1676,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,64.0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,horeca,False
madison dance music hall,VIA,GIOVANNI DA UDINE,28,7408,8,accesso esterno,221,Non specificato,somministrazione,Assente,misto,134.0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,other,False
universita bicocca pal.u7,VIALE,SARCA,202,1427,9,accesso interno,0,polo bicocca edif.u7-46/66,somministrazione,Assente,al banco,239.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,school,True
Non specificata,VIALE,JENNER EDOARDO,68,1230,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,84.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,FELTRE,33,2652,3,accesso interno,0,Non specificato,somministrazione,Assente,misto,153.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LATTANZIO,74,4091,4,accesso interno,102,Non specificato,somministrazione,Assente,misto,42.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,other,False
Non specificata,VIA,LORENTEGGIO,260,5132,6,accesso interno,0,Non specificato,somministrazione,Assente,misto,106.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,BELISARIO,3,6360,8,accesso interno,0,Non specificato,somministrazione,Assente,misto,113.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,BIANCA MARIA,18,3050,1,accesso interno,9,circolo la non libreria,somministrazione,Assente,misto,77.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,other,False
Non specificata,VIALE,PASUBIO,14,1112,9,accesso interno,0,Non specificato,somministrazione,Assente,misto,93.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,other,False
centro ippico lombardo,VIA,FETONTE,21,6495,7,accesso esterno,174,circolo centro ippico lomb,somministrazione,Assente,al banco,222.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,horeca,False
Non specificata,ALZAIA,NAVIGLIO GRANDE,160,5144,6,accesso interno,2,circolo canottieri milano,somministrazione,Assente,misto,275.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,other,False
il lupo,VIALE,UMBRIA,004,3145,4,accesso esterno,0,cent.comm.le,somministrazione,Assente,al banco,215.0,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,other,False
Non specificata,PIAZZA,DIAZ ARMANDO,1,339,1,accesso esterno,422,Non specificato,somministrazione,minuto,misto,126.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,other,False
Non specificata,PIAZZA,GARIBALDI ANITA,13,6786,7,accesso esterno,0,Non specificato,somministrazione,Assente,misto,127.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,other,False
nuova canottieri olona,ALZAIA,NAVIGLIO GRANDE,146,5144,6,accesso interno,2,canottieri olona srl,somministrazione,Assente,misto,408.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,company,False
Non specificata,VIA,BREMBO,23,4219,5,accesso esterno,14,Non specificato,somministrazione,Assente,misto,241.0,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,True,other,False
le jardin d histoire,CORSO,VENEZIA,55,238,1,accesso interno,18,Non specificato,somministrazione,Assente,misto,166.0,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,other,False
tropicana,VIALE,BLIGNY,52,4045,5,accesso esterno,0,Non specificato,somministrazione,Assente,al banco,45.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
nidaba teathre,VIA,GOLA EMILIO,12,5154,6,accesso esterno,75,Non specificato,somministrazione,Assente,al banco,78.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
arizona 2000,VIA,BATTAGLIA NATALE,14,2268,2,accesso esterno,346,Non specificato,somministrazione,Assente,al banco,128.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,other,False
discoteca,VIA,SANTA MARIA SEGRETA,007,624,1,accesso esterno,0,Non specificato,somministrazione,Assente,misto,354.0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,other,False
Non specificata,VIA,BECHI GIULIO,2,2354,2,accesso esterno,0,Non specificato,somministrazione,Assente,al banco,74.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
bar mensa isu politecnico,PIAZZA,LEONARDO DA VINCI,32,2208,3,accesso interno,99,isu politecnico di milano,somministrazione,Assente,self service,240.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,school,True
bar mensa isu policlinico,VIALE,ROMAGNA,62,3102,3,accesso interno,115,isu policlinico di milano,somministrazione,Assente,self service,165.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,hospital,True
Non specificata,VIA,COMUNE ANTICO,42,1420,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,55.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,other,False
Non specificata,VIA,MANIN DANIELE,23,1052,1,accesso interno,16,Non specificato,somministrazione,Assente,al banco,78.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,other,False
bar caffe,VIALE,BERENGARIO,3,6364,8,accesso interno,226,Non specificato,somministrazione,Assente,misto,44.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,horeca,False
Non specificata,VIALE,PREMUDA,20,3063,4,accesso interno,0,Non specificato,somministrazione,Assente,al banco,85.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,other,False
bar tavola calda,VIA,FOPPA VINCENZO,24,6109,7,accesso esterno,298,Non specificato,somministrazione,Assente,al banco,188.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,horeca,False
Non specificata,VIA,MONTECUCCOLI RAIMONDO,35,6650,6,accesso interno,26,Non specificato,somministrazione,Assente,al banco,90.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,other,False
interno palestra,VIA,GARGANO,003,4163,5,accesso esterno,0,Non specificato,somministrazione,Assente,misto,58.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,other,False
int.politecnico-fisica,VIA,CELORIA GIOVANNI,16,2209,3,accesso interno,122,facoltà scienze fisiche,somministrazione,Assente,al banco,160.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,school,False
Non specificata,VIA,SOLFERINO,33,1028,1,accesso interno,6,Non specificato,somministrazione,Assente,misto,158.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,other,False
Non specificata,CORSO,LODI,39,4068,4,accesso interno,178,Non specificato,minuto,somministrazione,al banco,14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
